
customerid,y_true,score_churn,y_pred_0p50,y_pred_0.338
2478-EEWWM,0,0.49880331069383876,0,1
4588-YBNIB,1,0.49860777900866116,0,1
5143-WMWOG,1,0.49836366929656134,0,1
9862-KJTYK,0,0.49777854603300326,0,1
4800-VHZKI,1,0.49763351234792763,0,1
9614-RMGHA,1,0.4970088894020757,0,1
7893-IXHRQ,1,0.4964151634146947,0,1
4693-VWVBO,0,0.49557640427694527,0,1
5939-XAIXZ,0,0.49531062249236507,0,1
7853-WNZSY,0,0.4944274800390476,0,1
4640-UHDOS,1,0.4941686997113369,0,1
3744-ZBHON,0,0.49361838568156075,0,1
3717-LNXKW,0,0.4921233916967158,0,1
2190-BCXEC,0,0.49157646092914065,0,1
2669-OIDSD,0,0.4903439702547895,0,1
5897-ZYEKH,0,0.48896809272726743,0,1
5018-HEKFO,0,0.4868114719682319,0,1
6777-TGHTM,1,0.4855627316145761,0,1
5949-EBSQK,1,0.4854867410214279,0,1
6942-LBFDP,0,0.48508039925662344,0,1
1935-IMVBB,0,0.48370536293747485,0,1
9356-AXGMP,0,0.48284960748715877,0,1
2480-JZOSN,0,0.48210925301456453,0,1
1550-LOAHA,1,0.481709773135138,0,1
7251-XFOIL,0,0.481604008716779,0,1
2027-OAQQC,1,0.48145649120044937,0,1
8305-VHZBZ,1,0.4804157689113207,0,1
5298-GSTLM,0,0.479552378291146,0,1
0618-XWMSS,1,0.4770303469567152,0,1
1996-DBMUS,0,0.4769078308231454,0,1
5443-SCMKX,0,0.4766705178316447,0,1
3982-DQLUS,0,0.4762710847132163,0,1
8564-LDKFL,0,0.4742361225222635,0,1
1091-SOZGA,0,0.4741803090636846,0,1
6199-IWKGC,0,0.4738354422336711,0,1
1410-RSCMR,0,0.4720458804438419,0,1
8259-NFJTV,0,0.47191143472996044,0,1
0877-SDMBN,1,0.4692261656500178,0,1
3511-APPBJ,0,0.4689877051625753,0,1
9835-ZIITK,1,0.46831231919765054,0,1
8980-WQFWL,0,0.46807970975652885,0,1
0742-MOABM,1,0.46610637005919403,0,1
2475-MROZF,0,0.4653334774904608,0,1
9391-YZEJW,0,0.4650260104762171,0,1
1480-IVEVR,0,0.4622484156225158,0,1
7976-CICYS,0,0.46094068706248104,0,1
1867-TJHTS,0,0.4581666737521589,0,1
4945-RVMTE,0,0.45813680864623,0,1
4390-KYULV,1,0.45809998716839345,0,1
0668-OGMHD,0,0.4550755701799153,0,1
7673-LPRNY,0,0.45381329351030114,0,1
7402-PWYJJ,0,0.4519765558618786,0,1
5028-HTLJB,1,0.4509028449645063,0,1
6344-SFJVH,0,0.4498163892348095,0,1
9591-YVTEB,0,0.448544721505143,0,1
8250-ZNGGW,0,0.4475524832281262,0,1
1814-DKOLC,0,0.4459200640404558,0,1
7826-VVKWT,0,0.4459095640011314,0,1
5686-CMAWK,0,0.44476351148121956,0,1
9163-GHAYE,0,0.4433654181240895,0,1
4138-NAXED,0,0.443343046596606,0,1
4524-QCSSM,0,0.443130188283723,0,1
5174-ITUMV,0,0.4417326984170075,0,1
4819-HJPIW,0,0.44107115373485234,0,1
6620-JDYNW,0,0.44055799588430566,0,1
8979-CAMGB,0,0.43888429406463564,0,1
7797-EJMDP,0,0.43806803752532447,0,1
1448-CYWKC,0,0.43721865803441007,0,1
1855-CFULU,0,0.4371506872219953,0,1
0691-JVSYA,1,0.43632843814419187,0,1
7266-GSSJX,0,0.43590602771572623,0,1
4781-ZXYGU,0,0.43544162279506876,0,1
3842-QTGDL,0,0.43305502892378905,0,1
3190-XFANI,1,0.43302352627172946,0,1
0870-VEMYL,1,0.43230597610575233,0,1
2346-DJQTB,0,0.4322843687098551,0,1
0961-ZWLVI,0,0.43012909561724977,0,1
4628-CTTLA,1,0.4300382836487467,0,1
1958-RNRKS,0,0.42934088392399716,0,1
1169-SAOCL,0,0.42847539484145597,0,1
8050-WYBND,0,0.426208049986216,0,1
1385-TQOZW,0,0.4261934688158328,0,1
5481-NTDOH,0,0.42616080342956064,0,1
0799-DDIHE,0,0.4238075478522002,0,1
1386-ZIKUV,0,0.4235855362782549,0,1
0853-NWIFK,0,0.4231243052997728,0,1
2542-HYGIQ,0,0.4229558138095805,0,1
5268-DSMNQ,0,0.42233386680716895,0,1
7140-ADSMJ,0,0.42149694605065663,0,1
9360-AHGNL,1,0.41622804235033733,0,1
6258-NGCNG,0,0.4161986259794181,0,1
4194-WHFCB,0,0.41555011425784266,0,1
6839-ITVZJ,1,0.41538587301984875,0,1
3870-MQAMG,1,0.41530177080815495,0,1
4925-LMHOK,1,0.4151954723151723,0,1
8812-ZRHFP,0,0.4140405765099359,0,1
6569-KTMDU,0,0.4134188896070072,0,1
7302-ZHMHP,0,0.41326138734070406,0,1
7721-DVEKZ,0,0.4116873456820428,0,1
0970-QXPXW,0,0.4116873456820428,0,1
4283-IVYCI,0,0.41165406283231315,0,1
7926-IJOOU,0,0.40921263829575105,0,1
6954-OOYZZ,0,0.40661855844063155,0,1
4710-NKCAW,0,0.4064658602427068,0,1
1135-HIORI,0,0.4050223252511658,0,1
7409-JURKQ,0,0.4042030432190987,0,1
3763-GCZHZ,1,0.40328265144568703,0,1
8439-LTUGF,0,0.40303675795734606,0,1
0883-EIBTI,1,0.40203914667418184,0,1
1051-GEJLJ,0,0.40190096082708093,0,1
2379-GYFLQ,0,0.40100629035630075,0,1
1041-RXHRA,1,0.39953277409237287,0,1
1194-SPVSP,0,0.3984450818409407,0,1
1663-MHLHE,0,0.39743538586881716,0,1
7694-VLBWQ,1,0.3963212840440073,0,1
5945-AZYHT,0,0.39595657390318395,0,1
5312-IRCFR,0,0.39587473272002377,0,1
8679-LZBMD,0,0.39547503780821947,0,1
1641-BYBTK,0,0.3953004212434355,0,1
4877-EVATK,1,0.3949492982645621,0,1
1934-SJVJK,1,0.39448375698257154,0,1
8048-DSDFQ,0,0.3943286190498215,0,1
8203-XJZRC,0,0.3941735024116187,0,1
4211-MMAZN,1,0.3941735024116187,0,1
9512-PHSMG,0,0.3941547903393962,0,1
9122-UMROB,0,0.39401840709629243,0,1
2676-ISHSF,0,0.39401840709629243,0,1
7746-AWNQW,0,0.39274852010682915,0,1
5846-QFDFI,0,0.39267504367622896,0,1
4013-GUXND,0,0.39246863292164286,0,1
3709-OIJEA,0,0.39207713941244965,0,1
9323-HGFWY,0,0.39182474931392225,0,1
2111-DWYHN,0,0.39153980501365626,0,1
1142-IHLOO,0,0.39079524845494423,0,1
8091-TTVAX,0,0.38929625544467816,0,1
1684-FLBGS,0,0.3881289312642933,0,1
2091-MJTFX,1,0.3879762159685018,0,1
8739-QOTTN,0,0.38721255785291125,0,1
2155-AMQRX,0,0.3866023966113474,0,1
3199-NPKCN,0,0.3851909762544154,0,1
3154-CFSZG,0,0.3846360733512687,0,1
5067-DGXLL,0,0.38435927783721546,0,1
7241-AJHFS,0,0.3828037935421695,0,1
1925-GMVBW,0,0.38172447951470084,0,1
2284-VFLKH,0,0.3817021356531405,0,1
1336-EZFZY,0,0.3812877166139319,0,1
4397-FRLTA,0,0.38101859219635337,0,1
9249-FXSCK,1,0.3801216018281642,0,1
0733-VUNUW,1,0.3791275649716409,0,1
5074-FBGHB,0,0.3778411337717084,0,1
6402-SSEJG,0,0.3766081286241664,0,1
4868-AADLV,0,0.3760081183242891,0,1
3858-XHYJO,0,0.3756898654495973,0,1
1707-HABPF,0,0.37385592223384967,0,1
8930-XOTDP,0,0.37376110739854984,0,1
1666-JZPZT,0,0.37043459228714076,0,1
9142-KZXOP,0,0.37010179961592876,0,1
3307-TLCUD,0,0.3693228466719719,0,1
2159-TURXX,0,0.36801058321821967,0,1
1735-XMJVH,0,0.3668315628022064,0,1
7025-IWFHT,0,0.36315156317023495,0,1
2270-CHBFN,0,0.36234178660303235,0,1
5850-BDWCY,0,0.3617951770451416,0,1
5198-HQAEN,0,0.3601298459400594,0,1
1409-PHXTF,0,0.3577110414027963,0,1
4800-CZMPC,1,0.35728670723503214,0,1
6377-KSLXC,0,0.357085795281312,0,1
6621-YOBKI,0,0.35540965466293933,0,1
1009-IRMNA,1,0.35513313405814295,0,1
1297-VQDRP,0,0.3548882082789597,0,1
4701-AHWMW,1,0.35465973658783273,0,1
0278-YXOOG,1,0.3539993315504009,0,1
3506-LCJDC,1,0.35254731197868117,0,1
3373-YZZYM,0,0.3524748997592673,0,1
9651-GTSAQ,1,0.3524231917795595,0,1
6671-NGWON,0,0.352209787027503,0,1
3530-CRZSB,0,0.35148491112856556,0,1
8904-OPDCK,0,0.35146546475255686,0,1
5569-IDSEY,0,0.35137050764921574,0,1
3890-RTCMS,0,0.3503011134925185,0,1
5760-WRAHC,0,0.3500118794735075,0,1
7619-ODSGN,1,0.3488969530737443,0,1
5448-VWNAM,0,0.34876277871532047,0,1
5678-VFNEQ,0,0.3486794418863425,0,1
7989-VCQOH,0,0.34832611962946336,0,1
1134-YWTYF,0,0.3463027015350802,0,1
8734-FNWVH,0,0.34499586182706504,0,1
4923-ADWXJ,0,0.343834507444049,0,1
6574-MCOEH,0,0.34374274944304745,0,1
4323-OHFOW,0,0.34155385164352675,0,1
4895-TMWIR,1,0.3414741044768522,0,1
6345-ULYRW,1,0.34131469988556434,0,1
7516-GMHUV,0,0.3401019732793034,0,1
7083-YNSKY,1,0.33801886477014975,0,1
8970-ANWXO,0,0.33712684221453143,0,0
3402-XRIUO,0,0.33640288522389933,0,0
9074-KGVOX,0,0.3359164770367318,0,0
6743-HHQPF,0,0.33503888095299944,0,0
6447-GORXK,0,0.3348863134597146,0,0
7219-TLZHO,0,0.3341352558354476,0,0
0678-RLHVP,0,0.33384993835439636,0,0
7088-FBAWU,0,0.3311081719505047,0,0
7883-ROJOC,0,0.32863177075601646,0,0
4316-XCSLJ,0,0.3272317186661809,0,0
8319-QBEHW,0,0.3245911313254836,0,0
6738-ISCBM,0,0.32454255748827626,0,0
2696-ECXKC,0,0.3219960896538725,0,0
5730-RIITO,0,0.3211556331883573,0,0
2359-QWQUL,1,0.3199688227802236,0,0
9256-JTBNZ,0,0.3187511158676786,0,0
2931-VUVJN,0,0.31853634426211314,0,0
7623-HKYRK,0,0.31704543277655517,0,0
3680-CTHUH,0,0.31577901893520627,0,0
9494-BDNNC,0,0.3151204524470864,0,0
3638-DIMPH,0,0.3146440298531484,0,0
4694-PHWFW,0,0.3133591080956046,0,0
9978-HYCIN,0,0.3130062435436458,0,0
1679-JRFBR,0,0.3116551735757584,0,0
9495-REDIY,0,0.3110578998562657,0,0
4489-SNOJF,1,0.3108153674537486,0,0
7964-ZRKKG,0,0.310269543715202,0,0
6296-DDOOR,0,0.30989425608810844,0,0
6849-OYAMU,1,0.3086925271929025,0,0
6475-VHUIZ,0,0.30854820050730514,0,0
9060-HJJRW,0,0.30826432564445805,0,0
4455-BFSPD,0,0.3078189913307601,0,0
9938-EKRGF,0,0.30728587360457016,0,0
9367-TCUYN,0,0.3070655173366165,0,0
3724-UCSHY,0,0.3065749025012025,0,0
7531-GQHME,0,0.30534418203858027,0,0
0193-ESZXP,1,0.30359117969415617,0,0
6732-FZUGP,0,0.30311853926480775,0,0
1545-ACTAS,0,0.3029918231877364,0,0
4765-OXPPD,1,0.3029744043439516,0,0
1428-IEDPR,0,0.30155917743387717,0,0
1004-NOZNR,0,0.30133265059913766,0,0
2242-MFOTG,0,0.29668479306706574,0,0
7080-TNUWP,0,0.29663737028758813,0,0
3896-RCYYE,0,0.29660263811487836,0,0
4023-RTIQM,0,0.29623348635205055,0,0
3221-CJMSG,0,0.2950855868305251,0,0
9470-RTWDV,0,0.29379610223130076,0,0
6156-UZDLF,0,0.29216884817575534,0,0
2001-EWBQU,0,0.29076792084246256,0,0
0810-BDHAW,0,0.2887025975260743,0,0
2486-WYVVE,0,0.28641479454275554,0,0
9115-YQHGA,0,0.28471638365430146,0,0
1852-XEMDW,0,0.2805624387386556,0,0
5202-IVJNU,1,0.27873820678988936,0,0
2896-TBNBE,0,0.27846272424267876,0,0
5640-CAXOA,0,0.2782490244982999,0,0
2316-ESMLS,0,0.2775269609328541,0,0
7055-VKGDA,1,0.27331186984497274,0,0
6900-RBKER,0,0.27104161593647264,0,0
1218-VKFPE,1,0.270909612306523,0,0
5307-UVGNB,0,0.2706707062505866,0,0
9896-UYMIE,0,0.2695016007707238,0,0
3537-RYBHH,0,0.26934587710373725,0,0
7820-ZYGNY,0,0.2688935277259174,0,0
7629-WFGLW,0,0.2683406712282558,0,0
9633-DENPU,0,0.2664004453617006,0,0
5084-OOVCJ,0,0.26493687301736246,0,0
2019-HDCZY,0,0.2640705685306314,0,0
6103-LIANB,0,0.2630756612320154,0,0
8627-EHGIP,1,0.2627803574104604,0,0
4002-BQWPQ,0,0.262696003200262,0,0
0795-GMVQO,0,0.25989563903396123,0,0
8963-MQVYN,0,0.25949562399291276,0,0
1984-GPTEH,0,0.2577803411220963,0,0
0975-UYDTX,0,0.2571285716966077,0,0
8065-QBYTO,0,0.2565604721162459,0,0
5913-INRQV,0,0.2550056512933742,0,0
0696-UKTOX,0,0.2544147584837814,0,0
8845-LWKGE,0,0.25246878931028216,0,0
0289-IVARM,0,0.24985903569364554,0,0
7013-PSXHK,0,0.2491177898681218,0,0
9134-WYRVP,0,0.24873371046215303,0,0
5777-ZPQNC,0,0.247081710374474,0,0
4011-ARPHK,0,0.24467027224031804,0,0
6266-QHOJZ,0,0.24401256873315377,0,0
5236-PERKL,1,0.2439778772778068,0,0
1226-JZNKR,0,0.24204989325818688,0,0
3209-ZPKFI,0,0.23887102956955183,0,0
6386-SZZKH,1,0.2384830458398434,0,0
6305-YLBMM,1,0.2381558892221376,0,0
8752-GHJFU,0,0.23789254322728268,0,0
5961-VUSRV,0,0.23718108664956705,0,0
0516-QREYC,0,0.2344050519475029,0,0
5025-GOOKI,0,0.23385914716637443,0,0
1400-WIVLL,0,0.23378522413616548,0,0
9139-TWBAS,0,0.2322196103708329,0,0
6408-OTUBZ,0,0.23136954813775262,0,0
1159-WFSGR,0,0.22985228597336582,0,0
3621-CHYVB,0,0.22886595700852524,0,0
3092-IGHWF,1,0.22857071664954776,0,0
8780-RSYYU,0,0.22765299589156118,0,0
8815-LMFLX,0,0.22722907133039333,0,0
3696-XRIEN,0,0.22633460401105665,0,0
3823-KYNQY,0,0.22539917777313254,0,0
3969-JQABI,0,0.2239496564035787,0,0
8075-GXIUB,0,0.2232555696461375,0,0
6778-EICRF,0,0.22312835448723833,0,0
4806-DXQCE,0,0.2230513136097693,0,0
4770-QAZXN,0,0.22172878115704833,0,0
2639-UGMAZ,0,0.22169681884488635,0,0
8947-YRTDV,0,0.22122819293728918,0,0
6648-INWPS,0,0.21959830345200046,0,0
5619-XZZKR,0,0.2185126904505523,0,0
9513-DXHDA,0,0.21683934969883611,0,0
5294-CDGWY,1,0.21501858315504646,0,0
7182-OVLBJ,0,0.21314098897229591,0,0
8659-HDIYE,0,0.21260709075083836,0,0
2533-QVMSK,1,0.21136888677975577,0,0
8350-NYMVI,0,0.20939880016654455,0,0
4501-UYKBC,0,0.2092302724573008,0,0
5701-GUXDC,0,0.20847720027611133,0,0
7184-LRUUR,0,0.20767989330806455,0,0
6661-EIPZC,0,0.20752806058162637,0,0
8646-JCOMS,0,0.20679278374244975,0,0
9308-ANMVE,0,0.20599062776355426,0,0
3623-FQBOX,0,0.205956418293622,0,0
8152-VETUR,0,0.2050683934094629,0,0
9391-TTOYH,0,0.2045425331226926,0,0
0815-MFZGM,0,0.2022808044954544,0,0
5297-MDOIR,0,0.20154290985019424,0,0
4464-JCOLN,1,0.20062777978011379,0,0
6040-CGACY,0,0.20012994216053814,0,0
9402-ROUMJ,0,0.1986626534254947,0,0
4139-SUGLD,1,0.19733156702080845,0,0
4906-ZHGPK,0,0.1957267789637386,0,0
3824-RHKVR,0,0.19497624147045556,0,0
0117-LFRMW,1,0.19416470076469503,0,0
7666-WKRON,1,0.1940102733963635,0,0
7691-XVTZH,0,0.19363709878194657,0,0
5286-YHCVC,0,0.19317087018252008,0,0
8016-ZMGMO,0,0.1931038761370744,0,0
4186-ZBUEW,0,0.19284506619901987,0,0
6250-CGGUN,0,0.19248078859228232,0,0
1334-PDUKM,0,0.19240536877580233,0,0
2746-DIJLO,0,0.19238603483309055,0,0
8107-RZLNV,0,0.19223546791106086,0,0
0392-BZIUW,0,0.1916698225884834,0,0
6480-YAGIY,0,0.19127374019060162,0,0
8573-CGOCC,0,0.19053547848763092,0,0
8041-TMEID,0,0.18898646585596254,0,0
9586-JGQKH,0,0.1877695702714303,0,0
5447-VYTKW,0,0.18730390265220875,0,0
9114-AAFQH,0,0.18721156956354326,0,0
5229-DTFYB,0,0.18705161360629258,0,0
7839-NUIAA,0,0.18612741627187934,0,0
7021-XSNYE,0,0.18581926260599696,0,0
0842-IWYCP,0,0.18547948996065913,0,0
3387-PLKUI,0,0.18443457278329667,0,0
5748-RNCJT,1,0.18243646765076585,0,0
3259-FDWOY,1,0.1817074403249866,0,0
6734-FQAJX,0,0.1814821490751871,0,0
0323-XWWTN,0,0.1813970296361802,0,0
8752-IMQOS,0,0.18100199408884635,0,0
5304-EFJLP,0,0.17993987337667974,0,0
8707-RMEZH,0,0.1763354352305685,0,0
6937-GCDGQ,0,0.17633008921667156,0,0
3441-CGZJH,0,0.17543717113850166,0,0
9967-ATRFS,0,0.17446956323559454,0,0
1527-SXDPN,1,0.17387092874567145,0,0
5012-YSPJJ,0,0.1737027835527256,0,0
6419-ZTTLE,0,0.17297907110989932,0,0
4104-PVRPS,0,0.17182218999222904,0,0
9917-KWRBE,0,0.1715352182300933,0,0
4616-ULAOA,0,0.1713298232488049,0,0
5663-QBGIS,0,0.1707021134109305,0,0
6506-EYCNH,0,0.1697065968805738,0,0
8400-WZICQ,0,0.1670180766119671,0,0
0956-SYCWG,0,0.16635266637772672,0,0
0530-IJVDB,0,0.16537469992545206,0,0
7156-MXBJE,0,0.1652522409070129,0,0
4135-FRWKJ,0,0.1649315323740918,0,0
7765-LWVVH,0,0.1642411361353352,0,0
5537-UXXVS,0,0.16374565054728651,0,0
7136-IHZJA,0,0.1637405825884636,0,0
8996-ZROXE,0,0.16114407982955561,0,0
0134-XWXCE,0,0.15754803745186,0,0
4578-PHJYZ,0,0.15734445234365219,0,0
4223-BKEOR,0,0.15721920023467775,0,0
8681-ICONS,0,0.15382217310897894,0,0
2484-DGXPZ,1,0.15287790943599952,0,0
7925-PNRGI,0,0.15132422788870067,0,0
1338-CECEE,0,0.15027550778901522,0,0
3022-BEXHZ,0,0.1501965831059077,0,0
5135-GRQJV,0,0.14904364461075836,0,0
2878-RMWXY,0,0.14853600721238136,0,0
5998-DZLYR,0,0.14807626869098683,0,0
9313-QOLTZ,0,0.147340443708687,0,0
1557-EMYVT,0,0.14719485489063644,0,0
6663-JOCQO,0,0.14598948649478538,0,0
4627-MIHJH,0,0.14556594512008267,0,0
0074-HDKDG,0,0.1455557724087948,0,0
8788-DOXSU,0,0.14485440482772327,0,0
2292-XQWSV,0,0.14436805953012116,0,0
4611-ANLQC,0,0.14417938374838965,0,0
8461-EFQYM,0,0.14408461729302857,0,0
2408-PSJVE,0,0.1436942593233227,0,0
2164-SOQXL,0,0.14351583200958654,0,0
5756-OZRIO,0,0.14299230783214822,0,0
6174-NRBTZ,0,0.14033988243217993,0,0
1038-RQOST,0,0.14019306652804456,0,0
7672-VFMXZ,0,0.13848904652679817,0,0
2683-JXWQQ,0,0.1383507874092837,0,0
5386-THSLQ,0,0.13832707943213557,0,0
0619-OLYUR,0,0.13793581590898046,0,0
1325-USMEC,0,0.13729985627939786,0,0
6050-FFXES,0,0.13722744302249915,0,0
9577-WJVCQ,0,0.13722065901640632,0,0
1544-JJMYL,0,0.13684961301882906,0,0
2578-JQPHZ,0,0.13675773692780646,0,0
5499-ECUTN,0,0.13656859548477246,0,0
6635-MYYYZ,1,0.1353360600158701,0,0
1760-CAZHT,0,0.1348640095643031,0,0
8883-GRDWQ,0,0.13210283864414243,0,0
3549-ZTMNH,0,0.1313193968015311,0,0
9906-NHHVC,0,0.1311191777419719,0,0
0254-KCJGT,0,0.1310747751484747,0,0
8573-JGCZW,0,0.13072720142025102,0,0
9500-IWPXQ,0,0.1304834728985877,0,0
6919-ELBGL,0,0.13043900822722243,0,0
9046-JBFWA,0,0.12862348394240392,0,0
3617-XLSGQ,0,0.12681664855365438,0,0
9174-IHETN,0,0.12478545785363787,0,0
0930-EHUZA,0,0.12386462422241813,0,0
6670-MFRPK,0,0.12158874486373768,0,0
6682-VCIXC,0,0.12154650923858744,0,0
1661-CZBAU,0,0.12103386815841669,0,0
6752-APNJL,0,0.11986761268520835,0,0
0013-SMEOE,0,0.11963239127717018,0,0
9313-CDOGY,0,0.11851812873052926,0,0
9680-NIAUV,0,0.11850457880780088,0,0
9860-LISIZ,0,0.11811424343547434,0,0
5245-VDBUR,0,0.11784954828546329,0,0
3556-BVQGL,0,0.11730207396368683,0,0
3283-WCWXT,0,0.11677645098472748,0,0
4451-RWASJ,0,0.11676859220440478,0,0
3795-CAWEX,0,0.11638559127655253,0,0
3585-YNADK,0,0.1163719208956507,0,0
8639-NHQEI,0,0.11600071880774909,0,0
4227-OJHAL,0,0.11542353763779582,0,0
2592-HODOV,0,0.11515810971443494,0,0
2055-BFOCC,0,0.11451081539131437,0,0
7581-EBBOU,0,0.11392294584426546,0,0
3892-NXAZG,0,0.11285282619411477,0,0
9534-NSXEM,0,0.11258357303425984,0,0
5375-XLDOF,0,0.11258038899268605,0,0
7995-ZHHNZ,0,0.11205351225550159,0,0
0203-HHYIJ,1,0.11034138863299182,0,0
3258-SYSWS,0,0.10996256607347396,0,0
9046-DQMTP,0,0.10864142957951983,0,0
8099-MZPUJ,0,0.1080713886918887,0,0
4877-TSOFF,0,0.10778533039229768,0,0
1936-UAFEH,0,0.10776464383644323,0,0
5709-LVOEQ,0,0.10754505615802386,0,0
3034-ZBEQN,1,0.10751715359293601,0,0
6161-ERDGD,0,0.107308177415384,0,0
0487-CRLZF,0,0.10699476386441142,0,0
1345-ZUKID,0,0.10675742210036501,0,0
7710-JSYOA,0,0.10668887944968031,0,0
3258-ZKPAI,0,0.10634183074248295,0,0
6543-JXSOO,0,0.10627304494611939,0,0
3452-FLHYD,0,0.10603633515478192,0,0
6765-MBQNU,0,0.10560529312870745,0,0
5575-GNVDE,0,0.10548574866517822,0,0
0307-BCOPK,0,0.10504331443992838,0,0
4359-INNWN,0,0.10457992656205027,0,0
4304-TSPVK,0,0.10444349386955867,0,0
2061-VVFST,0,0.1039965629739539,0,0
2017-CCBLH,0,0.10354172771559643,0,0
6322-HRPFA,0,0.10336604934859658,0,0
7639-LIAYI,0,0.10324282430194251,0,0
9619-GSATL,0,0.1032301567439815,0,0
8208-EUMTE,0,0.10291182626904867,0,0
6339-TBELP,0,0.10282397618862345,0,0
2188-SXWVT,0,0.10173355303794793,0,0
7663-YJHSN,0,0.1015915223979711,0,0
3523-BRGUW,0,0.1015058985659041,0,0
3082-YVEKW,0,0.10146155846949076,0,0
5989-AXPUC,0,0.10097826509930655,0,0
8746-BFOAJ,0,0.10067554570922807,0,0
6368-TZZDT,0,0.10060836611135973,0,0
6047-SUHPR,0,0.10032008345752723,0,0
0454-OKRCT,0,0.09986196468088104,0,0
7609-NRNCA,0,0.09982116025698068,0,0
1623-NLDOT,1,0.09916245800504617,0,0
4106-HADHQ,1,0.09908139632331761,0,0
4702-HDRKD,0,0.0989549850591741,0,0
0014-BMAQU,0,0.09794159987326484,0,0
3308-JSGML,0,0.09724783803717856,0,0
1094-BKOSX,0,0.09696359010008242,0,0
0657-DOGUM,0,0.09654043734703024,0,0
2321-OMBXY,1,0.09526273880056603,0,0
4859-ZSRDZ,0,0.09464504869389079,0,0
9847-HNVGP,0,0.09404592224080756,0,0
7359-WWYJV,0,0.09397930711154194,0,0
5306-BVTKJ,0,0.09229146212892174,0,0
7173-TETGO,0,0.0920273404025963,0,0
8969-PRHFK,0,0.09191593673930509,0,0
0743-HNPFG,0,0.09154700053837297,0,0
4323-ELYYB,0,0.09141663067667392,0,0
8314-HTWVE,0,0.09075142597469217,0,0
2320-TZRRH,0,0.09013677177682732,0,0
0422-OHQHQ,0,0.08989894207211291,0,0
5574-NXZIU,0,0.08978517974807368,0,0
9258-CNWAC,0,0.08977681337177691,0,0
4056-QHXHZ,0,0.08941728634511001,0,0
7996-BPXHY,0,0.08865444567688475,0,0
3181-VTHOE,0,0.0882761543259072,0,0
6950-TWMYB,0,0.08817808301848458,0,0
6527-PZFPV,0,0.08705432964982074,0,0
2405-LBMUW,0,0.08704284748652542,0,0
4667-QONEA,0,0.08638022675398117,0,0
2057-BOYKM,0,0.08610147275822659,0,0
9184-GALIL,0,0.08604913299805646,0,0
0269-XFESX,0,0.08547966444296788,0,0
3569-VLDHH,0,0.08508468352447929,0,0
1265-HVPZB,0,0.08468968282827405,0,0
0253-ZTEOB,0,0.0846097599356543,0,0
9867-JCZSP,0,0.08415058615438965,0,0
2773-MADBQ,0,0.08376939913525867,0,0
2027-DNKIV,0,0.08352644902779385,0,0
0565-IYCGT,1,0.0831283852184059,0,0
0224-NIJLP,0,0.08210817302459779,0,0
1494-EJZDW,0,0.0810322019064436,0,0
6522-OIQSX,0,0.0808972233530679,0,0
2239-CGBUZ,0,0.07991183970671219,0,0
9424-CMPOG,0,0.07973921276996505,0,0
3985-HOYPM,0,0.07876331462701676,0,0
8022-BECSI,0,0.07850492345113705,0,0
0310-SUCIN,0,0.07817079166152735,0,0
3133-PZNSR,0,0.07753787212276404,0,0
6823-SIDFQ,0,0.07727693394844183,0,0
6827-IEAUQ,0,0.07714371929106897,0,0
3982-JGSFD,0,0.07706749413138801,0,0
9648-BCHKM,0,0.07700500639185615,0,0
3594-BDSOA,0,0.0766236096883959,0,0
2150-OEGBV,0,0.07608698005994893,0,0
2703-AMTUL,0,0.07607280621714574,0,0
2466-FCCPT,0,0.07602424914153347,0,0
8871-JLMHM,0,0.07599052187456956,0,0
1534-OULXE,0,0.07553493994735962,0,0
0731-EBJQB,0,0.07468375650236982,0,0
9795-NREXC,0,0.07430231223345873,0,0
1813-JYWTO,0,0.07409182756907594,0,0
0486-LGCCH,0,0.07379520208587528,0,0
0181-RITDD,0,0.07355852773816247,0,0
1525-LNLOJ,0,0.07336841113831791,0,0
1866-DIOQZ,0,0.07326699196171876,0,0
6719-FGEDO,0,0.07190001429259563,0,0
2606-PKWJB,0,0.0714431069827034,0,0
2995-YWTCD,0,0.0710016748402328,0,0
8007-YYPWD,0,0.07098497389225267,0,0
5317-FLPJF,0,0.06867240114384969,0,0
5197-LQXXH,0,0.06803040799213218,0,0
6203-HBZPA,0,0.06777791166852982,0,0
8779-YIQQA,0,0.06759574849513504,0,0
4999-IEZLT,0,0.06745641953179968,0,0
3887-PBQAO,0,0.06743463744111249,0,0
0219-QAERP,0,0.06698384041863341,0,0
2277-AXSDC,0,0.06682014384911808,0,0
3378-AJRAO,0,0.06628725836136896,0,0
7564-GHCVB,0,0.06613062963667898,0,0
6549-BTYPG,0,0.06559549129760495,0,0
1333-PBMXB,0,0.06535225455765292,0,0
4584-LBNMK,0,0.06518804611107275,0,0
7503-MIOGA,0,0.06513423354590353,0,0
2999-AANRQ,0,0.06473978271994603,0,0
3298-QEICA,0,0.06322140340199113,0,0
9447-YPTBX,0,0.06219898371780734,0,0
5871-DGTXZ,0,0.0621121918570389,0,0
5321-NTRKC,0,0.06081118373772315,0,0
5318-YKDPV,0,0.06011903772780469,0,0
3891-NLXJB,0,0.05971781325471351,0,0
2516-XSJKX,0,0.05934489328012204,0,0
8717-VCTXJ,0,0.05930370787986377,0,0
6122-EFVKN,0,0.059261473023695485,0,0
4121-AGSIN,0,0.0590126343067859,0,0
